Prefix,x,y,z,r,g,b,sem,ins
Longhua_Area42,194.65609999999998,-992.905,101.12620000000001,19.45320000000001,19.471400000000017,71.0732,12.0,28.0
Longhua_Area42,89.19380000000001,-1156.4722000000002,55.532,3.763999999999996,3.003199999999879,3.3485999999999976,13.0,29.0
Longhua_Area42,92.20755,-1151.73175,55.4028,3.907499999999999,3.1458999999999833,3.3873999999999995,13.0,30.0
Longhua_Area42,110.12004999999999,-1011.3507999999999,61.735150000000004,7.042099999999991,7.112199999999916,4.335900000000002,13.0,31.0
Longhua_Area42,109.9427,-1030.7631,62.210300000000004,36.859399999999994,35.31299999999999,8.545200000000001,13.0,32.0
Longhua_Area42,125.32785,-1048.9241,61.1854,9.87469999999999,9.246000000000095,2.7049999999999983,13.0,33.0
Longhua_Area42,56.5672,-1142.9556,58.815,47.2994,54.30420000000004,11.0002,11.0,34.0
Longhua_Area42,76.2567,-966.7482,72.4591,101.1746,119.52280000000007,42.8086,13.0,39.0
Longhua_Area42,54.28605,-1005.90005,60.2518,13.189100000000003,11.93889999999999,3.2012,13.0,40.0
Longhua_Area42,34.28065,-989.0843,60.2647,6.244500000000002,6.285000000000082,3.592399999999998,13.0,41.0
Longhua_Area42,54.91725,-941.41895,53.467349999999996,6.1845,4.747100000000046,1.1403000000000034,13.0,43.0
Longhua_Area42,22.5506,-939.6856,61.772499999999994,34.501,18.65700000000004,6.7468,13.0,47.0
Longhua_Area42,-0.7641499999999999,-951.40305,61.53535000000001,11.5359,11.640699999999924,6.064100000000003,13.0,48.0
Longhua_Area42,-55.42765,-990.33235,72.5457,17.222100000000005,18.44010000000003,29.449599999999997,12.0,50.0
Wuhu_Area34,363.29305,328.7042,40.307,30.40289999999999,29.01819999999998,9.945799999999998,8.0,1001.0
Wuhu_Area34,238.51205,327.23455,42.3536,59.0249,31.17829999999998,14.906999999999996,8.0,1003.0
Wuhu_Area34,295.37935,338.34745,41.572199999999995,20.042100000000005,17.202699999999993,12.708599999999997,8.0,1004.0
Wuhu_Area34,278.95025,336.4022,37.67045,14.857100000000003,16.180799999999977,4.777099999999997,8.0,1005.0
Wuhu_Area34,311.3165,341.5023,37.297200000000004,7.7316000000000145,6.482599999999991,4.276400000000002,8.0,1007.0
Wuhu_Area34,356.7916,214.75635,35.70325,10.923600000000022,9.301500000000004,4.9328999999999965,12.0,1035.0
Wuhu_Area34,297.57595000000003,240.36124999999998,35.4351,6.166899999999998,6.370500000000021,5.176000000000002,12.0,1038.0
Wuhu_Area34,341.84479999999996,221.42325,36.643550000000005,2.7647999999999797,4.050299999999993,1.1385000000000005,6.0,1039.0
Wuhu_Area14,-525.1348,-147.06045,43.445,12.355599999999981,41.23449999999998,17.447000000000003,8.0,193.0
Wuhu_Area14,-546.76325,-146.97469999999998,43.569100000000006,12.897500000000036,43.41619999999999,17.645400000000002,8.0,200.0
Wuhu_Area14,-554.83105,11.977999999999998,40.64305,20.54469999999992,64.41839999999999,15.324300000000001,8.0,201.0
Wuhu_Area14,-556.01985,-28.10495,39.26775,16.696699999999964,17.332299999999996,10.023700000000005,8.0,202.0
Wuhu_Area14,-556.96415,-56.644499999999994,39.0343,17.066299999999956,15.143799999999992,9.604399999999998,8.0,203.0
Wuhu_Area14,-558.0215499999999,-72.55545000000001,39.24875,17.906100000000038,17.715700000000005,10.0225,8.0,204.0
Wuhu_Area14,-553.50335,-103.95925,41.3754,32.99329999999998,46.9055,14.2776,8.0,205.0
Wuhu_Area14,-565.1800000000001,-147.1705,40.4286,17.75619999999992,46.93380000000002,11.1858,8.0,206.0
Wuhu_Area14,-533.1108,-200.1757,46.1006,88.90120000000007,64.65899999999999,23.759,8.0,207.0
Wuhu_Area14,-537.7601999999999,-108.4548,39.226749999999996,14.014999999999986,17.16879999999999,9.926899999999996,8.0,208.0
Wuhu_Area14,-537.1401,-91.518,39.408,14.317800000000034,16.929599999999994,10.259999999999998,8.0,209.0
Wuhu_Area14,-536.8057,-72.9581,39.0762,16.294599999999946,19.2586,9.555400000000006,8.0,210.0
Wuhu_Area14,-535.037,-34.40065,39.037850000000006,16.43500000000006,17.6281,9.878700000000002,8.0,211.0
Wuhu_Area14,-533.74465,-17.4464,39.158,17.34349999999995,17.1586,9.8076,8.0,212.0
Wuhu_Area14,-534.0840000000001,0.1728000000000005,38.73205,17.885599999999954,17.5808,9.101700000000001,8.0,213.0
Wuhu_Area14,-531.42155,15.0948,38.91175,13.355699999999956,12.5362,9.665700000000001,8.0,215.0
Wuhu_Area14,-518.6315999999999,-112.97659999999999,39.09555,17.166399999999953,17.88340000000001,9.410699999999999,8.0,216.0
Wuhu_Area14,-517.7638,-95.13845,39.210049999999995,17.266999999999996,16.619500000000002,9.783099999999997,8.0,217.0
Wuhu_Area14,-515.1501000000001,-77.89715000000001,39.1515,14.026400000000024,16.548299999999998,9.694400000000002,8.0,218.0
Wuhu_Area14,-515.6813500000001,-60.80055,39.1006,17.92610000000002,16.771099999999997,9.710999999999999,8.0,219.0
Wuhu_Area14,-513.65795,-18.014249999999997,39.194,17.162300000000016,17.2931,9.986600000000003,8.0,220.0
Wuhu_Area14,-447.50395,-83.7983,44.505700000000004,26.745900000000006,58.69820000000001,20.782000000000004,8.0,701.0
Wuhu_Area14,-478.3737,-150.81725,44.478449999999995,30.443600000000004,41.6189,20.4347,8.0,725.0
Wuhu_Area14,-503.74815,-147.53995,44.858599999999996,12.761099999999999,42.720500000000015,20.626399999999997,8.0,726.0
Wuhu_Area14,-427.06005000000005,-25.90875,45.7988,20.272899999999993,54.3393,23.446799999999996,8.0,727.0
Wuhu_Area14,-511.09055,-1.0712499999999996,39.14435,14.14930000000004,16.7683,9.799900000000001,8.0,729.0
Wuhu_Area14,-513.09365,-35.513400000000004,39.13675,14.312099999999987,16.7528,9.729500000000002,8.0,730.0
Wuhu_Area14,-492.0758,-2.1145499999999995,39.2678,17.628600000000006,16.7029,10.099800000000002,8.0,732.0
Wuhu_Area14,-491.09535000000005,-19.37455,39.2138,13.8005,16.627299999999998,10.028400000000005,8.0,733.0
Wuhu_Area14,-491.8836,-35.8981,39.15705,14.264999999999986,17.950599999999998,9.7641,8.0,734.0
Wuhu_Area14,-493.2835,-61.83995,38.669650000000004,13.853399999999965,16.7643,8.789899999999996,8.0,735.0
Wuhu_Area14,-495.4799,-78.95495,39.4658,16.41179999999997,16.7551,10.303200000000004,8.0,736.0
Wuhu_Area14,-496.398,-96.15195,39.29485,16.495799999999974,16.7937,10.012700000000002,8.0,737.0
Wuhu_Area14,-497.12945,-113.3956,39.16825,16.854899999999986,16.59219999999999,9.557299999999998,8.0,738.0
Wuhu_Area14,-468.43905,-4.98585,39.15535,12.563099999999963,13.8573,10.060900000000004,8.0,739.0
Wuhu_Area14,-471.54195000000004,-20.20505,39.245400000000004,16.404299999999978,17.307900000000004,10.092599999999997,8.0,740.0
Wuhu_Area14,-472.3866,-37.5649,39.2294,16.631399999999985,16.8214,9.653399999999998,8.0,742.0
Wuhu_Area14,-471.8943,-62.92875000000001,39.1409,16.64760000000001,16.832900000000002,9.700400000000002,8.0,743.0
Wuhu_Area14,-471.406,-79.9488,39.27205,14.011799999999994,17.285600000000002,9.471500000000006,8.0,744.0
Wuhu_Area14,-473.783,-97.16194999999999,39.203599999999994,14.689799999999991,16.78869999999999,9.742600000000003,8.0,745.0
Wuhu_Area14,-475.22315,-114.3194,39.2406,13.877700000000004,16.82419999999999,9.737200000000001,8.0,746.0
Wuhu_Area14,-454.47839999999997,-58.05945,35.96745,4.696399999999983,5.183700000000002,3.615099999999998,8.0,747.0
Wuhu_Area14,-447.17065,8.896049999999999,39.2539,14.292100000000005,8.315299999999999,10.470199999999998,8.0,748.0
Wuhu_Area14,-449.56280000000004,-3.8898,39.1014,17.086799999999982,17.026400000000002,10.012799999999999,8.0,749.0
Wuhu_Area14,-449.2519,-21.4804,39.13335,13.901599999999974,16.9178,10.106499999999997,8.0,750.0
Wuhu_Area14,-449.0523,-36.48715,38.66705,12.988200000000006,13.980699999999999,8.9069,8.0,751.0
Wuhu_Area14,-462.04650000000004,8.04565,35.71095,2.228400000000022,4.726299999999999,3.0008999999999943,8.0,753.0
Wuhu_Area37,128.8979,-75.5052,51.8677,243.1736,89.9476,43.821400000000004,7.0,13.0
Wuhu_Area37,-9.992149999999999,-195.4466,44.36555,22.6997,89.231,17.731899999999996,8.0,28.0
Wuhu_Area37,222.0058,-145.6633,86.2994,64.19560000000001,30.531200000000013,108.3808,8.0,29.0
Wuhu_Area37,153.4131,-141.21165,88.61330000000001,60.991000000000014,30.83789999999999,106.66420000000001,8.0,30.0
Wuhu_Area37,107.8595,-136.91854999999998,88.35334999999999,20.67,28.673100000000005,107.1661,8.0,31.0
Wuhu_Area37,114.2255,-190.25455,44.957,22.2646,52.3177,20.461399999999998,8.0,14.0
Wuhu_Area37,181.58595000000003,-205.80065000000002,52.24735,157.08150000000003,80.98249999999999,35.35150000000001,7.0,15.0
Wuhu_Area37,81.47085,-132.8549,40.92825,15.985099999999989,50.67479999999999,11.536500000000004,7.0,16.0
Wuhu_Area37,39.1094,-128.3921,39.97185,67.443,56.83699999999999,13.564100000000003,7.0,17.0
Wuhu_Area37,47.313199999999995,-219.67655000000002,46.1882,104.6172,44.9983,21.2376,8.0,20.0
Wuhu_Area37,24.41095,-135.96855,45.7231,70.7519,44.53410000000001,22.504399999999997,8.0,21.0
Wuhu_Area37,53.334250000000004,-176.44915,45.03345,100.3839,50.62470000000002,20.6909,8.0,22.0
Wuhu_Area37,250.01415,-177.02955,39.57285,11.874099999999999,25.84190000000001,9.076699999999995,8.0,23.0
Wuhu_Area37,56.2508,-25.599199999999996,40.8128,17.412,17.307,10.6126,8.0,24.0
Longhua_Area34,498.5156,-149.0168,79.945,7.5,12.531800000000004,2.840999999999994,13.0,262.0
Longhua_Area34,421.95675,-116.68895,78.54885,5.608699999999999,8.742499999999993,4.124899999999997,12.0,263.0
Longhua_Area34,433.1082,-114.239,78.64035000000001,2.4478000000000293,2.9758000000000067,2.633099999999999,13.0,264.0
Longhua_Area34,434.55835,-92.75095,79.1277,2.6480999999999995,2.303699999999992,2.7420000000000044,13.0,265.0
Longhua_Area34,436.82265,-85.8595,80.0102,2.8052999999999884,2.950400000000002,2.8686000000000007,13.0,266.0
Longhua_Area34,701.9820500000001,103.72030000000001,105.24225,3.7123000000000275,7.28179999999999,25.3733,6.0,270.0
Longhua_Area34,695.9564,63.85775,104.86975000000001,2.3754000000000133,5.119500000000002,24.780299999999997,6.0,271.0
Longhua_Area34,630.8732,-142.18495000000001,81.2685,5.742999999999938,36.16330000000001,5.541799999999995,11.0,272.0
Longhua_Area34,448.78785,-149.2386,93.6799,34.82330000000002,71.3842,32.709199999999996,9.0,274.0
Longhua_Area34,553.2652499999999,-55.24475,118.05675,33.03149999999994,68.9259,76.4259,9.0,275.0
Longhua_Area34,502.2274,-54.91265,118.04274999999998,32.31760000000003,68.56049999999999,76.3967,9.0,276.0
Longhua_Area34,452.1373,-35.36785,117.5357,25.390199999999993,77.6907,81.8056,8.0,277.0
Longhua_Area34,548.3088,-19.2376,81.1683,17.680399999999963,5.479800000000001,2.569199999999995,13.0,278.0
Longhua_Area34,503.03795,-15.223099999999999,81.0464,4.242500000000007,13.582599999999998,2.4547999999999917,13.0,279.0
Longhua_Area34,509.17815,-15.828899999999999,81.1244,4.098700000000008,12.264,2.375,13.0,280.0
Longhua_Area34,480.32489999999996,35.373000000000005,108.96625,57.782399999999996,38.437400000000004,55.738699999999994,9.0,281.0
Longhua_Area34,475.8778,80.2992,108.23315,37.72200000000004,43.72,54.220900000000015,9.0,282.0
Longhua_Area34,594.5041,22.1896,106.60395,2.7937999999999192,3.067800000000002,26.585700000000003,12.0,286.0
Longhua_Area34,605.0345,106.98910000000001,85.6808,3.7555999999999585,4.015000000000001,2.6713999999999913,13.0,287.0
Longhua_Area34,599.0174,108.1325,85.6424,6.530000000000086,4.482399999999998,2.750799999999998,13.0,288.0
Longhua_Area34,583.2641,102.22375,85.40125,6.664600000000064,5.944699999999997,2.803299999999993,13.0,289.0
Longhua_Area34,589.5399,106.58664999999999,85.75540000000001,6.770399999999995,5.953500000000005,3.278000000000006,13.0,290.0
Longhua_Area34,693.2198000000001,102.10130000000001,89.0338,12.37659999999994,16.550200000000004,9.233599999999996,13.0,292.0
Longhua_Area34,435.31765,-71.79589999999999,80.32480000000001,1.9402999999999793,2.340199999999996,2.989999999999995,13.0,293.0
Longhua_Area34,504.13215,87.60565,84.274,1.8824999999999932,2.0879000000000048,2.412000000000006,13.0,294.0
Longhua_Area10,271.21545000000003,875.6840500000001,92.12110000000001,52.36709999999999,32.73249999999996,16.5432,9.0,733.0
Longhua_Area10,327.27775,858.46955,92.2758,52.8125,29.761099999999942,16.498000000000005,9.0,734.0
Longhua_Area10,333.72254999999996,888.7001499999999,92.24375,52.291499999999985,29.815699999999993,16.967100000000002,9.0,735.0
Longhua_Area10,340.1756,918.73615,91.94555,50.559799999999996,28.888700000000085,17.001499999999993,9.0,736.0
Longhua_Area10,216.8305,908.4204,91.9127,49.81939999999997,20.822599999999966,16.174000000000007,9.0,737.0
Longhua_Area10,224.4203,946.04905,91.86815,49.68220000000002,20.76189999999997,16.43610000000001,9.0,738.0
Longhua_Area10,269.96265,922.4826,86.06765,20.85450000000003,42.55959999999993,4.294900000000013,13.0,739.0
Longhua_Area10,275.64765,927.8152,85.9152,14.863900000000001,17.134399999999914,4.2376000000000005,13.0,740.0
Longhua_Area10,303.8914,926.952,85.40725,2.7112000000000194,3.0501999999999043,3.229300000000009,13.0,741.0
Longhua_Area10,267.38575,855.61095,94.51735,51.05789999999999,23.861900000000105,21.35350000000001,9.0,743.0
Longhua_Area10,378.48345,909.0967,85.85215,9.594699999999989,17.475199999999973,3.7346999999999895,13.0,746.0
Longhua_Area10,371.7179,861.43535,87.93955,15.94720000000001,49.09490000000005,7.0353000000000065,13.0,747.0
Longhua_Area10,282.41405,753.99695,88.31055,107.46710000000002,81.37270000000001,8.533100000000005,8.0,749.0
Longhua_Area10,314.9764,757.43805,88.7313,43.47860000000003,34.443700000000035,9.028999999999996,9.0,750.0
Longhua_Area10,372.14255,908.088,84.99345,4.250100000000032,13.507600000000025,2.5823000000000036,13.0,751.0
Longhua_Area10,258.93925,820.1745000000001,92.11255,47.947299999999984,18.201799999999935,16.5283,8.0,752.0
Longhua_Area10,314.68295,794.46745,92.05770000000001,48.03390000000002,18.20810000000006,16.125600000000006,9.0,753.0
Longhua_Area10,317.4842,808.45885,92.13655,48.15440000000001,18.30690000000004,16.163299999999992,9.0,754.0
Longhua_Area10,320.34389999999996,822.34725,92.07325,48.186800000000005,18.30269999999996,16.078699999999998,9.0,755.0
Longhua_Area10,322.38315,836.5993,93.6956,49.719299999999976,18.781600000000026,19.53200000000001,9.0,756.0
Longhua_Area10,201.0852,834.0410999999999,91.4162,48.044400000000024,18.468600000000038,15.192800000000005,9.0,758.0
Longhua_Area10,221.23160000000001,930.20755,91.9374,49.62219999999999,20.762699999999995,16.313599999999994,9.0,759.0
Longhua_Area10,213.6163,892.45095,91.9451,49.80860000000001,20.776100000000042,16.315399999999997,9.0,760.0
Longhua_Area10,209.23735,870.68845,91.7614,49.739900000000006,20.671299999999974,16.250799999999998,9.0,761.0
Longhua_Area10,205.9615,854.802,91.86875,49.87740000000002,20.595199999999977,16.299300000000002,9.0,762.0
Longhua_Area10,256.11685,806.24595,92.06005,48.183099999999996,18.170499999999947,16.369100000000003,8.0,763.0
Longhua_Area10,262.43295,835.0261,91.93735,49.7877,20.647800000000075,16.2843,9.0,764.0
Longhua_Area10,215.6671,795.4001000000001,86.5361,8.531599999999997,7.422200000000089,3.439000000000007,13.0,765.0
Longhua_Area10,218.22305,812.02045,86.3061,9.240499999999997,15.648699999999963,4.502800000000008,13.0,766.0
Longhua_Area10,206.48075,818.86035,85.8094,18.501899999999978,9.76909999999998,3.245599999999996,13.0,767.0
Longhua_Area10,202.25065,814.8473,86.1842,11.307299999999998,4.210399999999936,3.438599999999994,13.0,768.0
Qingdao_Area26,-640.69165,1047.30975,25.28775,2.9237000000000535,3.7135000000000673,2.2120999999999995,12.0,538.0
Qingdao_Area26,-640.36075,1051.54195,25.808999999999997,2.303500000000099,3.103700000000117,3.3863999999999983,6.0,540.0
Qingdao_Area26,-603.19495,1004.3955,32.905150000000006,26.239100000000008,47.1386,22.6959,8.0,549.0
Qingdao_Area26,-569.485,1017.6693,33.64175,25.973999999999933,45.74199999999985,22.1463,8.0,560.0
Qingdao_Area26,-533.20565,1036.2498,32.8476,17.496900000000096,34.44920000000002,21.3734,8.0,571.0
Qingdao_Area26,-494.94605,1049.1734000000001,33.5082,19.524699999999996,36.27819999999997,21.4206,8.0,573.0
Qingdao_Area26,-456.27315,1058.63075,33.2164,21.438300000000027,36.14269999999988,24.084400000000002,8.0,574.0
Qingdao_Area26,-411.91790000000003,1061.8022,33.42075,39.33340000000004,57.44399999999996,28.2411,8.0,575.0
Qingdao_Area26,-514.1594,1000.8473,31.8305,17.59940000000006,40.11760000000004,23.766000000000002,8.0,576.0
Qingdao_Area26,-476.7671,1016.00975,32.51015,17.237000000000023,35.4543000000001,23.754300000000004,8.0,577.0
Qingdao_Area26,-438.2251,1030.70045,32.5975,19.04079999999999,33.94749999999988,24.4732,8.0,578.0
Qingdao_Area26,-392.01805,995.78075,30.49805,40.11349999999999,56.70830000000001,24.919300000000003,8.0,550.0
Qingdao_Area26,-425.0716,992.98565,30.964199999999998,21.90300000000002,30.63149999999996,23.7898,8.0,551.0
Qingdao_Area26,-413.47075,960.8796500000001,30.032,20.087099999999964,25.699500000000057,24.150399999999998,8.0,552.0
Qingdao_Area26,-459.29359999999997,973.4828500000001,30.9498,26.74219999999997,36.15809999999999,23.686,8.0,553.0
Qingdao_Area26,-446.2978,934.0042000000001,29.6418,20.93240000000003,34.224199999999996,23.354999999999997,8.0,554.0
Qingdao_Area26,-489.05740000000003,938.1979,30.2561,40.94639999999998,72.42200000000003,24.5854,8.0,555.0
Qingdao_Area26,-514.5467,903.7571499999999,29.97915,26.34020000000004,45.554899999999975,21.844500000000004,8.0,556.0
Qingdao_Area26,-547.9589,884.64845,30.26635,26.842200000000048,51.42409999999995,22.6025,8.0,557.0
Qingdao_Area26,-576.3023499999999,944.4268999999999,31.038800000000002,32.39970000000005,65.15620000000001,22.450400000000002,8.0,558.0
Qingdao_Area26,-542.7661499999999,960.03965,31.38975,31.774700000000053,61.112300000000005,22.2329,8.0,559.0
Qingdao_Area26,-525.8966499999999,878.1196500000001,22.307650000000002,12.522299999999973,15.503100000000018,6.737100000000002,8.0,561.0
Qingdao_Area26,-581.48615,997.0840000000001,22.95115,14.706900000000019,18.653400000000033,4.9449000000000005,8.0,562.0
Qingdao_Area26,-311.58565,1030.1300999999999,21.112949999999998,4.762900000000002,7.725200000000086,5.317899999999998,6.0,563.0
Qingdao_Area26,-568.87115,903.70835,21.3205,6.862500000000068,4.4378999999999,4.052399999999999,13.0,564.0
Qingdao_Area26,-512.1129000000001,955.3911,21.155949999999997,5.6281999999999925,6.061800000000062,3.6037,6.0,565.0
Qingdao_Area26,-436.12725,1082.02825,22.776200000000003,5.22950000000003,4.8706999999999425,3.0901999999999994,12.0,567.0
Qingdao_Area26,-523.34975,1055.16635,23.9187,3.278099999999995,3.697300000000041,2.8506,6.0,568.0
Qingdao_Area26,-495.3473,1079.75425,24.11085,8.748199999999997,4.184099999999944,2.8217,6.0,569.0
Qingdao_Area26,-544.20065,1004.39345,24.1426,2.3034999999999854,3.5196999999999434,3.0695999999999977,6.0,570.0
Qingdao_Area26,-450.50665000000004,1001.572,20.73555,5.01849999999996,4.7444000000000415,2.299500000000002,6.0,572.0
Qingdao_Area35,-614.7903,93.32515000000001,10.067150000000002,4.2047999999999774,4.029499999999999,2.4825,12.0,69.0
Qingdao_Area35,-424.0143,260.42855,13.120000000000001,6.4080000000000155,7.522899999999993,3.596400000000001,12.0,195.0
Qingdao_Area35,-461.42875000000004,177.34629999999999,8.5984,4.375100000000032,4.037799999999976,2.4892000000000003,12.0,220.0
Qingdao_Area35,-472.3669,163.88355,8.56545,7.226999999999975,7.010700000000014,3.4380999999999995,13.0,221.0
Qingdao_Area35,-514.28235,132.0438,8.398900000000001,8.13009999999997,8.002999999999986,2.5296000000000003,10.0,222.0
Qingdao_Area35,-613.9892,74.92930000000001,11.0684,21.14639999999997,22.882400000000004,6.617400000000001,13.0,223.0
Qingdao_Area35,-621.3104000000001,44.87295,8.8875,11.566599999999994,11.368100000000005,4.7328,13.0,214.0
Qingdao_Area35,-636.6557,78.89525,10.39645,11.394800000000032,10.633499999999998,3.5793,13.0,215.0
Wuhu_Area7,-837.7235000000001,-166.73685,58.81915000000001,65.10520000000008,93.3567,47.1685,8.0,336.0
Wuhu_Area7,-930.8929499999999,-161.94695000000002,47.9754,106.84749999999997,96.04330000000002,26.093400000000003,8.0,329.0
Wuhu_Area7,-889.43245,-99.7439,37.5,15.420100000000048,11.936599999999999,4.655000000000001,6.0,1097.0
Wuhu_Area7,-866.4435,-6.8079,46.3868,4.9465999999999894,10.8808,16.017200000000003,13.0,1100.0
Wuhu_Area32,57.9319,469.97455,47.56505,33.073,152.25610000000006,25.1177,8.0,549.0
Wuhu_Area32,73.6248,580.18445,47.9045,38.971799999999995,69.22649999999999,25.8468,8.0,556.0
Wuhu_Area32,56.42245,367.44910000000004,48.808400000000006,39.31550000000001,50.13240000000002,24.985599999999998,8.0,557.0
Wuhu_Area32,110.55805,368.21825,44.47815,77.55429999999998,51.38409999999999,17.9063,8.0,558.0
Wuhu_Area32,100.91544999999999,413.5381,40.4939,18.500299999999996,21.40039999999999,10.699999999999996,8.0,560.0
Wuhu_Area32,87.6951,528.6453,37.54275,18.132199999999997,26.569600000000037,6.151699999999998,8.0,550.0
Wuhu_Area32,89.6238,584.4993,37.696200000000005,11.0094,24.91719999999998,6.3304000000000045,8.0,551.0
Wuhu_Area32,93.43575000000001,556.06935,38.43215,25.3523,29.759900000000016,7.810699999999997,8.0,552.0
Wuhu_Area32,107.29325,586.9681,38.58895,29.227100000000007,38.821399999999926,8.743100000000005,8.0,553.0
Wuhu_Area32,76.8452,437.2018,39.82175,21.799400000000006,27.55880000000002,9.530299999999997,8.0,554.0
Wuhu_Area32,80.00355,497.18835,37.2933,4.808899999999994,10.3981,3.613999999999997,8.0,555.0
Wuhu_Area32,369.5865,584.8855000000001,33.4894,5.086800000000039,5.012200000000007,2.7896,8.0,1014.0
Wuhu_Area32,380.03285,562.22705,35.1185,14.241700000000037,18.855300000000057,5.814399999999999,8.0,1015.0
Wuhu_Area32,384.33235,496.45410000000004,36.39035,26.4289,21.449400000000026,8.4255,8.0,1016.0
Wuhu_Area32,340.2187,468.66645,37.20805,6.7964000000000055,4.602899999999977,2.3375000000000057,6.0,1017.0
Wuhu_Area32,301.51655,449.1241,46.698750000000004,84.0041,95.73080000000004,28.8179,8.0,1018.0
Wuhu_Area32,263.56725,465.96985,34.0633,4.728500000000054,6.885300000000029,3.5825999999999993,8.0,1019.0
Wuhu_Area32,273.64095,396.7206,38.8244,16.531300000000044,20.852800000000002,8.137,8.0,1008.0
Wuhu_Area32,268.308,426.53144999999995,37.321349999999995,27.16719999999998,37.6755,9.143099999999997,8.0,1009.0
Wuhu_Area32,223.66629999999998,474.50135,36.63235,44.54220000000001,60.60149999999999,8.8979,8.0,1010.0
Wuhu_Area32,418.32715,450.26914999999997,37.38495,17.018500000000017,9.039900000000046,6.276900000000005,8.0,1011.0
Wuhu_Area32,402.0211,425.24879999999996,38.608549999999994,24.624199999999973,38.825800000000015,8.9951,8.0,1012.0
Wuhu_Area32,351.7266,377.9936,36.77845,8.092800000000011,15.165399999999977,3.0815000000000055,13.0,1013.0
Wuhu_Area32,336.33885,369.56145000000004,37.1686,12.18670000000003,9.195899999999995,3.7616000000000014,13.0,1002.0
Wuhu_Area32,221.80655000000002,365.61545,39.09395,21.095499999999987,23.446900000000028,7.325900000000004,8.0,1006.0
Wuhu_Area32,138.66395,419.41855,41.19865,28.97789999999999,31.106499999999983,12.641300000000001,10.0,1029.0
Wuhu_Area32,113.8619,480.7452,39.83025000000001,26.7012,61.42520000000002,11.8277,8.0,1030.0
Wuhu_Area32,184.555,473.0354,37.4668,38.00880000000001,62.977599999999995,9.452399999999997,8.0,1031.0
Wuhu_Area32,167.16125,494.74895,34.95415,2.7590999999999894,4.078300000000013,2.8023000000000025,8.0,1032.0
